domain,role,mode,active_model_id,candidate_source,source_path,model_family,feature_set_id,config_id,calibration,threshold_policy,threshold,seed,n_features,metadata_path,metadata_available,contract_feature_count,feature_columns_exact_match,metric_comparable,guardrail_ok,rejection_reason,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,feature_list_pipe
adhd,caregiver,caregiver_1_3,adhd__caregiver_1_3__rebuild_v2__rf__engineered_full,active_v1,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v1/tables/hybrid_active_models_30_modes.csv,rf,engineered_full,rf_regularized,isotonic,default_0_5,0.5,20261119,0,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/adhd__caregiver_1_3__rebuild_v2__rf__engineered_full/metadata.json,no,36,no,no,yes,feature_columns_not_exact_current_contract|runtime_metadata_missing|metrics_not_comparable_to_current_v11_v12_selection_window,0.6212121212121212,0.8723404255319149,0.8704663212435233,0.8714033733877191,0.7256637168141593,0.9276402822180576,0.6319179403335605,0.0868278728044155,
adhd,caregiver,caregiver_1_3,adhd__caregiver_1_3__hybrid_structural_mode_rescue_v1__rf__structural_dsm5_plus_context_1_3,active_v10,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v10/tables/hybrid_active_models_30_modes.csv,rf,structural_dsm5_plus_context_1_3,rf_structural_regularized_v1,none,f1_recall_structural_target_band,0.57,20270421,36,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/adhd__caregiver_1_3__hybrid_structural_mode_rescue_v1__rf__structural_dsm5_plus_context_1_3/metadata.json,no,36,yes,no,yes,runtime_metadata_missing|metrics_not_comparable_to_current_v11_v12_selection_window,0.7073170731707317,0.925531914893617,0.9067357512953368,0.9161338330944768,0.8018433179723502,0.9538915224341308,0.7445006080765808,0.0753460583624701,adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_impairment_home|adhd_impairment_school|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_09_forgetful_daily_activities|adhd_inatt_06_avoids_sustained_effort|adhd_hypimp_02_leaves_seat|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_inatt_07_loses_things|adhd_hypimp_01_fidgets|adhd_hypimp_07_blurts_out|adhd_hypimp_05_driven_by_motor|adhd_hypimp_09_interrupts_intrudes|adhd_hypimp_06_talks_excessively|adhd_inatt_04_fails_to_finish_tasks|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_05_organization_difficulty|adhd_impairment_social|adhd_context_home|adhd_context_school|adhd_context_other|conduct_impairment_global|dmdd_outbursts_frequency_per_week|encopresis_event_frequency_per_month|enuresis_event_frequency_per_week|agor_impairment|enuresis_distress_impairment|mdd_impairment|gad_impairment|social_anxiety_impairment|sep_anx_impairment|dmdd_duration_months
adhd,caregiver,caregiver_1_3,adhd__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,active_v13,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v13/tables/hybrid_active_models_30_modes.csv,rf,same_inputs_v10,rf_calibrated_regularized,isotonic,recall_target_guard,0.3999999999999999,20270457,36,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/adhd__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10/metadata.json,yes,36,yes,no,yes,metrics_not_comparable_to_current_v11_v12_selection_window,0.71900826446281,0.925531914893617,0.911917098445596,0.9187245066696064,0.8093023255813954,0.9492613824275165,0.7241089004526715,0.063894662445087,adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_impairment_home|adhd_impairment_school|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_09_forgetful_daily_activities|adhd_inatt_06_avoids_sustained_effort|adhd_hypimp_02_leaves_seat|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_inatt_07_loses_things|adhd_hypimp_01_fidgets|adhd_hypimp_07_blurts_out|adhd_hypimp_05_driven_by_motor|adhd_hypimp_09_interrupts_intrudes|adhd_hypimp_06_talks_excessively|adhd_inatt_04_fails_to_finish_tasks|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_05_organization_difficulty|adhd_impairment_social|adhd_context_home|adhd_context_school|adhd_context_other|conduct_impairment_global|dmdd_outbursts_frequency_per_week|encopresis_event_frequency_per_month|enuresis_event_frequency_per_week|agor_impairment|enuresis_distress_impairment|mdd_impairment|gad_impairment|social_anxiety_impairment|sep_anx_impairment|dmdd_duration_months
adhd,caregiver,caregiver_1_3,adhd__caregiver_1_3__rebuild_v2__rf__engineered_full,active_v2,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v2/tables/hybrid_active_models_30_modes.csv,rf,engineered_full,rf_regularized,isotonic,default_0_5,0.5,20261119,0,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/adhd__caregiver_1_3__rebuild_v2__rf__engineered_full/metadata.json,no,36,no,no,yes,feature_columns_not_exact_current_contract|runtime_metadata_missing|metrics_not_comparable_to_current_v11_v12_selection_window,0.6212121212121212,0.8723404255319149,0.8704663212435233,0.8714033733877191,0.7256637168141593,0.9276402822180576,0.6319179403335605,0.0868278728044155,
adhd,caregiver,caregiver_1_3,adhd__caregiver_1_3__rebuild_v2__rf__engineered_full,active_v3,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v3/tables/hybrid_active_models_30_modes.csv,rf,engineered_full,rf_regularized,isotonic,default_0_5,0.5,20261119,0,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/adhd__caregiver_1_3__rebuild_v2__rf__engineered_full/metadata.json,no,36,no,no,yes,feature_columns_not_exact_current_contract|runtime_metadata_missing|metrics_not_comparable_to_current_v11_v12_selection_window,0.6212121212121212,0.8723404255319149,0.8704663212435233,0.8714033733877191,0.7256637168141593,0.9276402822180576,0.6319179403335605,0.0868278728044155,
adhd,caregiver,caregiver_1_3,adhd__caregiver_1_3__rebuild_v2__rf__engineered_full,active_v4,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v4/tables/hybrid_active_models_30_modes.csv,rf,engineered_full,rf_regularized,isotonic,default_0_5,0.5,20261119,0,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/adhd__caregiver_1_3__rebuild_v2__rf__engineered_full/metadata.json,no,36,no,no,yes,feature_columns_not_exact_current_contract|runtime_metadata_missing|metrics_not_comparable_to_current_v11_v12_selection_window,0.6212121212121212,0.8723404255319149,0.8704663212435233,0.8714033733877191,0.7256637168141593,0.9276402822180576,0.6319179403335605,0.0868278728044155,
adhd,caregiver,caregiver_1_3,adhd__caregiver_1_3__rebuild_v2__rf__engineered_full,active_v5,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v5/tables/hybrid_active_models_30_modes.csv,rf,engineered_full,rf_regularized,isotonic,default_0_5,0.5,20261119,0,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/adhd__caregiver_1_3__rebuild_v2__rf__engineered_full/metadata.json,no,36,no,no,yes,feature_columns_not_exact_current_contract|runtime_metadata_missing|metrics_not_comparable_to_current_v11_v12_selection_window,0.6212121212121212,0.8723404255319149,0.8704663212435233,0.8714033733877191,0.7256637168141593,0.9276402822180576,0.6319179403335605,0.0868278728044155,
adhd,caregiver,caregiver_1_3,adhd__caregiver_1_3__rebuild_v2__rf__engineered_full,active_v6,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v6/tables/hybrid_active_models_30_modes.csv,rf,engineered_full,rf_regularized,isotonic,default_0_5,0.5,20261119,0,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/adhd__caregiver_1_3__rebuild_v2__rf__engineered_full/metadata.json,no,36,no,no,yes,feature_columns_not_exact_current_contract|runtime_metadata_missing|metrics_not_comparable_to_current_v11_v12_selection_window,0.6212121212121212,0.8723404255319149,0.8704663212435233,0.8714033733877191,0.7256637168141593,0.9276402822180576,0.6319179403335605,0.0868278728044155,
adhd,caregiver,caregiver_1_3,adhd__caregiver_1_3__rebuild_v2__rf__engineered_full,active_v6_hotfix_v1,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v6_hotfix_v1/tables/hybrid_active_models_30_modes.csv,rf,engineered_full,rf_regularized,isotonic,default_0_5,0.5,20261119,0,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/adhd__caregiver_1_3__rebuild_v2__rf__engineered_full/metadata.json,no,36,no,no,yes,feature_columns_not_exact_current_contract|runtime_metadata_missing|metrics_not_comparable_to_current_v11_v12_selection_window,0.6212121212121212,0.8723404255319149,0.8704663212435233,0.8714033733877191,0.7256637168141593,0.9276402822180576,0.6319179403335605,0.0868278728044155,
adhd,caregiver,caregiver_1_3,adhd__caregiver_1_3__rebuild_v2__rf__engineered_full,active_v7,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v7/tables/hybrid_active_models_30_modes.csv,rf,engineered_full,rf_regularized,isotonic,default_0_5,0.5,20261119,0,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/adhd__caregiver_1_3__rebuild_v2__rf__engineered_full/metadata.json,no,36,no,no,yes,feature_columns_not_exact_current_contract|runtime_metadata_missing|metrics_not_comparable_to_current_v11_v12_selection_window,0.6212121212121212,0.8723404255319149,0.8704663212435233,0.8714033733877191,0.7256637168141593,0.9276402822180576,0.6319179403335605,0.0868278728044155,
adhd,caregiver,caregiver_1_3,adhd__caregiver_1_3__hybrid_structural_mode_rescue_v1__rf__structural_dsm5_plus_context_1_3,active_v8,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v8/tables/hybrid_active_models_30_modes.csv,rf,structural_dsm5_plus_context_1_3,rf_structural_regularized_v1,none,f1_recall_structural_target_band,0.57,20270421,36,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/adhd__caregiver_1_3__hybrid_structural_mode_rescue_v1__rf__structural_dsm5_plus_context_1_3/metadata.json,no,36,yes,no,yes,runtime_metadata_missing|metrics_not_comparable_to_current_v11_v12_selection_window,0.7073170731707317,0.925531914893617,0.9067357512953368,0.9161338330944768,0.8018433179723502,0.9538915224341308,0.7445006080765808,0.0753460583624701,adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_impairment_home|adhd_impairment_school|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_09_forgetful_daily_activities|adhd_inatt_06_avoids_sustained_effort|adhd_hypimp_02_leaves_seat|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_inatt_07_loses_things|adhd_hypimp_01_fidgets|adhd_hypimp_07_blurts_out|adhd_hypimp_05_driven_by_motor|adhd_hypimp_09_interrupts_intrudes|adhd_hypimp_06_talks_excessively|adhd_inatt_04_fails_to_finish_tasks|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_05_organization_difficulty|adhd_impairment_social|adhd_context_home|adhd_context_school|adhd_context_other|conduct_impairment_global|dmdd_outbursts_frequency_per_week|encopresis_event_frequency_per_month|enuresis_event_frequency_per_week|agor_impairment|enuresis_distress_impairment|mdd_impairment|gad_impairment|social_anxiety_impairment|sep_anx_impairment|dmdd_duration_months
adhd,caregiver,caregiver_1_3,adhd__caregiver_1_3__hybrid_structural_mode_rescue_v1__rf__structural_dsm5_plus_context_1_3,active_v9,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v9/tables/hybrid_active_models_30_modes.csv,rf,structural_dsm5_plus_context_1_3,rf_structural_regularized_v1,none,f1_recall_structural_target_band,0.57,20270421,36,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/adhd__caregiver_1_3__hybrid_structural_mode_rescue_v1__rf__structural_dsm5_plus_context_1_3/metadata.json,no,36,yes,no,yes,runtime_metadata_missing|metrics_not_comparable_to_current_v11_v12_selection_window,0.7073170731707317,0.925531914893617,0.9067357512953368,0.9161338330944768,0.8018433179723502,0.9538915224341308,0.7445006080765808,0.0753460583624701,adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_impairment_home|adhd_impairment_school|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_09_forgetful_daily_activities|adhd_inatt_06_avoids_sustained_effort|adhd_hypimp_02_leaves_seat|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_inatt_07_loses_things|adhd_hypimp_01_fidgets|adhd_hypimp_07_blurts_out|adhd_hypimp_05_driven_by_motor|adhd_hypimp_09_interrupts_intrudes|adhd_hypimp_06_talks_excessively|adhd_inatt_04_fails_to_finish_tasks|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_05_organization_difficulty|adhd_impairment_social|adhd_context_home|adhd_context_school|adhd_context_other|conduct_impairment_global|dmdd_outbursts_frequency_per_week|encopresis_event_frequency_per_month|enuresis_event_frequency_per_week|agor_impairment|enuresis_distress_impairment|mdd_impairment|gad_impairment|social_anxiety_impairment|sep_anx_impairment|dmdd_duration_months
adhd,caregiver,caregiver_2_3,adhd__caregiver_2_3__rebuild_v2__rf__engineered_compact,active_v1,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v1/tables/hybrid_active_models_30_modes.csv,rf,engineered_compact,rf_regularized,isotonic,default_0_5,0.5,20261101,0,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/adhd__caregiver_2_3__rebuild_v2__rf__engineered_compact/metadata.json,no,69,no,no,yes,feature_columns_not_exact_current_contract|runtime_metadata_missing|metrics_not_comparable_to_current_v11_v12_selection_window,0.7017543859649122,0.851063829787234,0.911917098445596,0.881490464116415,0.7692307692307693,0.9492613824275162,0.7044217957677258,0.072567246649348,
